VALOR,INDICADOR,CLASIF,PERIODO,VALOR PERIODO,COD_UBICACION,AMBITO_PROY,DEPARTAMENTO,departamento,indicador,anio,valor,ambito
28.2,PORCENTAJE DE CONFIANZA EN LA PNP,2,AÑO,2019,1,DEPARTAMENTO,AMAZONAS,AMAZONAS,confianza_pnp_pct,2019,28.2,DEPARTAMENTO
27.7,PORCENTAJE DE CONFIANZA EN LA PNP,3,AÑO,2019,6,DEPARTAMENTO,CAJAMARCA,CAJAMARCA,confianza_pnp_pct,2019,27.7,DEPARTAMENTO
26.1,PORCENTAJE DE CONFIANZA EN LA PNP,4,AÑO,2019,20,DEPARTAMENTO,PIURA,PIURA,confianza_pnp_pct,2019,26.1,DEPARTAMENTO
25.6,PORCENTAJE DE CONFIANZA EN LA PNP,5,AÑO,2019,14,DEPARTAMENTO,LAMBAYEQUE,LAMBAYEQUE,confianza_pnp_pct,2019,25.6,DEPARTAMENTO
23.3,PORCENTAJE DE CONFIANZA EN LA PNP,6,AÑO,2019,25,DEPARTAMENTO,UCAYALI,UCAYALI,confianza_pnp_pct,2019,23.3,DEPARTAMENTO
22.2,PORCENTAJE DE CONFIANZA EN LA PNP,7,AÑO,2019,22,DEPARTAMENTO,SAN MARTÍN,SAN MARTIN,confianza_pnp_pct,2019,22.2,DEPARTAMENTO
21.2,PORCENTAJE DE CONFIANZA EN LA PNP,8,AÑO,2019,9,DEPARTAMENTO,HUANCAVELICA,HUANCAVELICA,confianza_pnp_pct,2019,21.2,DEPARTAMENTO
21.1,PORCENTAJE DE CONFIANZA EN LA PNP,9,AÑO,2019,11,DEPARTAMENTO,ICA,ICA,confianza_pnp_pct,2019,21.1,DEPARTAMENTO
20.4,PORCENTAJE DE CONFIANZA EN LA PNP,10,AÑO,2019,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO,CALLAO,confianza_pnp_pct,2019,20.4,DEPARTAMENTO
19.4,PORCENTAJE DE CONFIANZA EN LA PNP,11,AÑO,2019,16,DEPARTAMENTO,LORETO,LORETO,confianza_pnp_pct,2019,19.4,DEPARTAMENTO
19.2,PORCENTAJE DE CONFIANZA EN LA PNP,12,AÑO,2019,1501,DEPARTAMENTO,LIMA METROPOLITANA,LIMA,confianza_pnp_pct,2019,19.2,DEPARTAMENTO
18.4,PORCENTAJE DE CONFIANZA EN LA PNP,13,AÑO,2019,1599,DEPARTAMENTO,REGIÓN LIMA,LIMA,confianza_pnp_pct,2019,18.4,DEPARTAMENTO
17.9,PORCENTAJE DE CONFIANZA EN LA PNP,14,AÑO,2019,4,DEPARTAMENTO,AREQUIPA,AREQUIPA,confianza_pnp_pct,2019,17.9,DEPARTAMENTO
17.7,PORCENTAJE DE CONFIANZA EN LA PNP,15,AÑO,2019,10,DEPARTAMENTO,HUÁNUCO,HUANUCO,confianza_pnp_pct,2019,17.7,DEPARTAMENTO
17.0,PORCENTAJE DE CONFIANZA EN LA PNP,16,AÑO,2019,13,DEPARTAMENTO,LA LIBERTAD,LA LIBERTAD,confianza_pnp_pct,2019,17.0,DEPARTAMENTO
16.8,PORCENTAJE DE CONFIANZA EN LA PNP,17,AÑO,2019,8,DEPARTAMENTO,CUSCO,CUSCO,confianza_pnp_pct,2019,16.8,DEPARTAMENTO
16.3,PORCENTAJE DE CONFIANZA EN LA PNP,18,AÑO,2019,2,DEPARTAMENTO,ÁNCASH,ANCASH,confianza_pnp_pct,2019,16.3,DEPARTAMENTO
15.7,PORCENTAJE DE CONFIANZA EN LA PNP,19,AÑO,2019,23,DEPARTAMENTO,TACNA,TACNA,confianza_pnp_pct,2019,15.7,DEPARTAMENTO
15.6,PORCENTAJE DE CONFIANZA EN LA PNP,20,AÑO,2019,18,DEPARTAMENTO,MOQUEGUA,MOQUEGUA,confianza_pnp_pct,2019,15.6,DEPARTAMENTO
13.1,PORCENTAJE DE CONFIANZA EN LA PNP,21,AÑO,2019,19,DEPARTAMENTO,PASCO,PASCO,confianza_pnp_pct,2019,13.1,DEPARTAMENTO
11.5,PORCENTAJE DE CONFIANZA EN LA PNP,22,AÑO,2019,3,DEPARTAMENTO,APURÍMAC,APURIMAC,confianza_pnp_pct,2019,11.5,DEPARTAMENTO
11.4,PORCENTAJE DE CONFIANZA EN LA PNP,23,AÑO,2019,12,DEPARTAMENTO,JUNÍN,JUNIN,confianza_pnp_pct,2019,11.4,DEPARTAMENTO
10.3,PORCENTAJE DE CONFIANZA EN LA PNP,24,AÑO,2019,5,DEPARTAMENTO,AYACUCHO,AYACUCHO,confianza_pnp_pct,2019,10.3,DEPARTAMENTO
8.2,PORCENTAJE DE CONFIANZA EN LA PNP,25,AÑO,2019,17,DEPARTAMENTO,MADRE DE DIOS,MADRE DE DIOS,confianza_pnp_pct,2019,8.2,DEPARTAMENTO
5.8,PORCENTAJE DE CONFIANZA EN LA PNP,26,AÑO,2019,21,DEPARTAMENTO,PUNO,PUNO,confianza_pnp_pct,2019,5.8,DEPARTAMENTO
28.2,PORCENTAJE DE CONFIANZA EN LA PNP,0,AÑO,2020,0,NACIONAL,NACIONAL,NACIONAL,confianza_pnp_pct,2020,28.2,NACIONAL
39.7,PORCENTAJE DE CONFIANZA EN LA PNP,1,AÑO,2020,24,DEPARTAMENTO,TUMBES,TUMBES,confianza_pnp_pct,2020,39.7,DEPARTAMENTO
38.8,PORCENTAJE DE CONFIANZA EN LA PNP,2,AÑO,2020,14,DEPARTAMENTO,LAMBAYEQUE,LAMBAYEQUE,confianza_pnp_pct,2020,38.8,DEPARTAMENTO
38.4,PORCENTAJE DE CONFIANZA EN LA PNP,3,AÑO,2020,6,DEPARTAMENTO,CAJAMARCA,CAJAMARCA,confianza_pnp_pct,2020,38.4,DEPARTAMENTO
34.3,PORCENTAJE DE CONFIANZA EN LA PNP,4,AÑO,2020,1,DEPARTAMENTO,AMAZONAS,AMAZONAS,confianza_pnp_pct,2020,34.3,DEPARTAMENTO
33.5,PORCENTAJE DE CONFIANZA EN LA PNP,5,AÑO,2020,11,DEPARTAMENTO,ICA,ICA,confianza_pnp_pct,2020,33.5,DEPARTAMENTO
33.1,PORCENTAJE DE CONFIANZA EN LA PNP,6,AÑO,2020,20,DEPARTAMENTO,PIURA,PIURA,confianza_pnp_pct,2020,33.1,DEPARTAMENTO
33.1,PORCENTAJE DE CONFIANZA EN LA PNP,7,AÑO,2020,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO,CALLAO,confianza_pnp_pct,2020,33.1,DEPARTAMENTO
30.4,PORCENTAJE DE CONFIANZA EN LA PNP,8,AÑO,2020,1501,DEPARTAMENTO,LIMA METROPOLITANA,LIMA,confianza_pnp_pct,2020,30.4,DEPARTAMENTO
29.3,PORCENTAJE DE CONFIANZA EN LA PNP,9,AÑO,2020,1599,DEPARTAMENTO,REGIÓN LIMA,LIMA,confianza_pnp_pct,2020,29.3,DEPARTAMENTO
27.8,PORCENTAJE DE CONFIANZA EN LA PNP,10,AÑO,2020,8,DEPARTAMENTO,CUSCO,CUSCO,confianza_pnp_pct,2020,27.8,DEPARTAMENTO
27.7,PORCENTAJE DE CONFIANZA EN LA PNP,11,AÑO,2020,22,DEPARTAMENTO,SAN MARTÍN,SAN MARTIN,confianza_pnp_pct,2020,27.7,DEPARTAMENTO
27.3,PORCENTAJE DE CONFIANZA EN LA PNP,12,AÑO,2020,2,DEPARTAMENTO,ÁNCASH,ANCASH,confianza_pnp_pct,2020,27.3,DEPARTAMENTO
27.0,PORCENTAJE DE CONFIANZA EN LA PNP,13,AÑO,2020,9,DEPARTAMENTO,HUANCAVELICA,HUANCAVELICA,confianza_pnp_pct,2020,27.0,DEPARTAMENTO
26.7,PORCENTAJE DE CONFIANZA EN LA PNP,14,AÑO,2020,4,DEPARTAMENTO,AREQUIPA,AREQUIPA,confianza_pnp_pct,2020,26.7,DEPARTAMENTO
25.6,PORCENTAJE DE CONFIANZA EN LA PNP,15,AÑO,2020,25,DEPARTAMENTO,UCAYALI,UCAYALI,confianza_pnp_pct,2020,25.6,DEPARTAMENTO
25.2,PORCENTAJE DE CONFIANZA EN LA PNP,16,AÑO,2020,16,DEPARTAMENTO,LORETO,LORETO,confianza_pnp_pct,2020,25.2,DEPARTAMENTO
24.7,PORCENTAJE DE CONFIANZA EN LA PNP,17,AÑO,2020,13,DEPARTAMENTO,LA LIBERTAD,LA LIBERTAD,confianza_pnp_pct,2020,24.7,DEPARTAMENTO
24.0,PORCENTAJE DE CONFIANZA EN LA PNP,18,AÑO,2020,18,DEPARTAMENTO,MOQUEGUA,MOQUEGUA,confianza_pnp_pct,2020,24.0,DEPARTAMENTO
23.3,PORCENTAJE DE CONFIANZA EN LA PNP,19,AÑO,2020,23,DEPARTAMENTO,TACNA,TACNA,confianza_pnp_pct,2020,23.3,DEPARTAMENTO
23.3,PORCENTAJE DE CONFIANZA EN LA PNP,20,AÑO,2020,12,DEPARTAMENTO,JUNÍN,JUNIN,confianza_pnp_pct,2020,23.3,DEPARTAMENTO
23.0,PORCENTAJE DE CONFIANZA EN LA PNP,21,AÑO,2020,19,DEPARTAMENTO,PASCO,PASCO,confianza_pnp_pct,2020,23.0,DEPARTAMENTO
22.1,PORCENTAJE DE CONFIANZA EN LA PNP,22,AÑO,2020,10,DEPARTAMENTO,HUÁNUCO,HUANUCO,confianza_pnp_pct,2020,22.1,DEPARTAMENTO
19.1,PORCENTAJE DE CONFIANZA EN LA PNP,23,AÑO,2020,3,DEPARTAMENTO,APURÍMAC,APURIMAC,confianza_pnp_pct,2020,19.1,DEPARTAMENTO
15.3,PORCENTAJE DE CONFIANZA EN LA PNP,24,AÑO,2020,17,DEPARTAMENTO,MADRE DE DIOS,MADRE DE DIOS,confianza_pnp_pct,2020,15.3,DEPARTAMENTO
14.9,PORCENTAJE DE CONFIANZA EN LA PNP,25,AÑO,2020,5,DEPARTAMENTO,AYACUCHO,AYACUCHO,confianza_pnp_pct,2020,14.9,DEPARTAMENTO
8.5,PORCENTAJE DE CONFIANZA EN LA PNP,26,AÑO,2020,21,DEPARTAMENTO,PUNO,PUNO,confianza_pnp_pct,2020,8.5,DEPARTAMENTO
24.6,PORCENTAJE DE CONFIANZA EN LA PNP,0,AÑO,2021,0,NACIONAL,NACIONAL,NACIONAL,confianza_pnp_pct,2021,24.6,NACIONAL
33.0,PORCENTAJE DE CONFIANZA EN LA PNP,1,AÑO,2021,6,DEPARTAMENTO,CAJAMARCA,CAJAMARCA,confianza_pnp_pct,2021,33.0,DEPARTAMENTO
29.8,PORCENTAJE DE CONFIANZA EN LA PNP,2,AÑO,2021,24,DEPARTAMENTO,TUMBES,TUMBES,confianza_pnp_pct,2021,29.8,DEPARTAMENTO
29.0,PORCENTAJE DE CONFIANZA EN LA PNP,3,AÑO,2021,1501,DEPARTAMENTO,LIMA METROPOLITANA,LIMA,confianza_pnp_pct,2021,29.0,DEPARTAMENTO
28.5,PORCENTAJE DE CONFIANZA EN LA PNP,4,AÑO,2021,1,DEPARTAMENTO,AMAZONAS,AMAZONAS,confianza_pnp_pct,2021,28.5,DEPARTAMENTO
28.0,PORCENTAJE DE CONFIANZA EN LA PNP,5,AÑO,2021,1599,DEPARTAMENTO,REGIÓN LIMA,LIMA,confianza_pnp_pct,2021,28.0,DEPARTAMENTO
27.7,PORCENTAJE DE CONFIANZA EN LA PNP,6,AÑO,2021,14,DEPARTAMENTO,LAMBAYEQUE,LAMBAYEQUE,confianza_pnp_pct,2021,27.7,DEPARTAMENTO
26.7,PORCENTAJE DE CONFIANZA EN LA PNP,7,AÑO,2021,20,DEPARTAMENTO,PIURA,PIURA,confianza_pnp_pct,2021,26.7,DEPARTAMENTO
26.2,PORCENTAJE DE CONFIANZA EN LA PNP,8,AÑO,2021,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO,CALLAO,confianza_pnp_pct,2021,26.2,DEPARTAMENTO
25.4,PORCENTAJE DE CONFIANZA EN LA PNP,9,AÑO,2021,13,DEPARTAMENTO,LA LIBERTAD,LA LIBERTAD,confianza_pnp_pct,2021,25.4,DEPARTAMENTO
25.2,PORCENTAJE DE CONFIANZA EN LA PNP,10,AÑO,2021,2,DEPARTAMENTO,ÁNCASH,ANCASH,confianza_pnp_pct,2021,25.2,DEPARTAMENTO
24.5,PORCENTAJE DE CONFIANZA EN LA PNP,11,AÑO,2021,16,DEPARTAMENTO,LORETO,LORETO,confianza_pnp_pct,2021,24.5,DEPARTAMENTO
24.5,PORCENTAJE DE CONFIANZA EN LA PNP,12,AÑO,2021,9,DEPARTAMENTO,HUANCAVELICA,HUANCAVELICA,confianza_pnp_pct,2021,24.5,DEPARTAMENTO
23.7,PORCENTAJE DE CONFIANZA EN LA PNP,13,AÑO,2021,11,DEPARTAMENTO,ICA,ICA,confianza_pnp_pct,2021,23.7,DEPARTAMENTO
23.1,PORCENTAJE DE CONFIANZA EN LA PNP,14,AÑO,2021,22,DEPARTAMENTO,SAN MARTÍN,SAN MARTIN,confianza_pnp_pct,2021,23.1,DEPARTAMENTO
22.7,PORCENTAJE DE CONFIANZA EN LA PNP,15,AÑO,2021,25,DEPARTAMENTO,UCAYALI,UCAYALI,confianza_pnp_pct,2021,22.7,DEPARTAMENTO
22.1,PORCENTAJE DE CONFIANZA EN LA PNP,16,AÑO,2021,4,DEPARTAMENTO,AREQUIPA,AREQUIPA,confianza_pnp_pct,2021,22.1,DEPARTAMENTO
19.4,PORCENTAJE DE CONFIANZA EN LA PNP,17,AÑO,2021,18,DEPARTAMENTO,MOQUEGUA,MOQUEGUA,confianza_pnp_pct,2021,19.4,DEPARTAMENTO
18.8,PORCENTAJE DE CONFIANZA EN LA PNP,18,AÑO,2021,19,DEPARTAMENTO,PASCO,PASCO,confianza_pnp_pct,2021,18.8,DEPARTAMENTO
18.7,PORCENTAJE DE CONFIANZA EN LA PNP,19,AÑO,2021,8,DEPARTAMENTO,CUSCO,CUSCO,confianza_pnp_pct,2021,18.7,DEPARTAMENTO
17.1,PORCENTAJE DE CONFIANZA EN LA PNP,20,AÑO,2021,12,DEPARTAMENTO,JUNÍN,JUNIN,confianza_pnp_pct,2021,17.1,DEPARTAMENTO
16.8,PORCENTAJE DE CONFIANZA EN LA PNP,21,AÑO,2021,10,DEPARTAMENTO,HUÁNUCO,HUANUCO,confianza_pnp_pct,2021,16.8,DEPARTAMENTO
15.2,PORCENTAJE DE CONFIANZA EN LA PNP,22,AÑO,2021,3,DEPARTAMENTO,APURÍMAC,APURIMAC,confianza_pnp_pct,2021,15.2,DEPARTAMENTO
14.7,PORCENTAJE DE CONFIANZA EN LA PNP,23,AÑO,2021,5,DEPARTAMENTO,AYACUCHO,AYACUCHO,confianza_pnp_pct,2021,14.7,DEPARTAMENTO
13.6,PORCENTAJE DE CONFIANZA EN LA PNP,24,AÑO,2021,23,DEPARTAMENTO,TACNA,TACNA,confianza_pnp_pct,2021,13.6,DEPARTAMENTO
10.6,PORCENTAJE DE CONFIANZA EN LA PNP,25,AÑO,2021,17,DEPARTAMENTO,MADRE DE DIOS,MADRE DE DIOS,confianza_pnp_pct,2021,10.6,DEPARTAMENTO
7.9,PORCENTAJE DE CONFIANZA EN LA PNP,26,AÑO,2021,21,DEPARTAMENTO,PUNO,PUNO,confianza_pnp_pct,2021,7.9,DEPARTAMENTO
21.2,PORCENTAJE DE CONFIANZA EN LA PNP,0,AÑO,2022,0,NACIONAL,NACIONAL,NACIONAL,confianza_pnp_pct,2022,21.2,NACIONAL
30.0,PORCENTAJE DE CONFIANZA EN LA PNP,1,AÑO,2022,24,DEPARTAMENTO,TUMBES,TUMBES,confianza_pnp_pct,2022,30.0,DEPARTAMENTO
29.9,PORCENTAJE DE CONFIANZA EN LA PNP,2,AÑO,2022,1,DEPARTAMENTO,AMAZONAS,AMAZONAS,confianza_pnp_pct,2022,29.9,DEPARTAMENTO
26.6,PORCENTAJE DE CONFIANZA EN LA PNP,3,AÑO,2022,20,DEPARTAMENTO,PIURA,PIURA,confianza_pnp_pct,2022,26.6,DEPARTAMENTO
24.7,PORCENTAJE DE CONFIANZA EN LA PNP,4,AÑO,2022,1599,DEPARTAMENTO,REGIÓN LIMA,LIMA,confianza_pnp_pct,2022,24.7,DEPARTAMENTO
24.5,PORCENTAJE DE CONFIANZA EN LA PNP,5,AÑO,2022,1501,DEPARTAMENTO,LIMA METROPOLITANA,LIMA,confianza_pnp_pct,2022,24.5,DEPARTAMENTO
24.3,PORCENTAJE DE CONFIANZA EN LA PNP,6,AÑO,2022,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO,CALLAO,confianza_pnp_pct,2022,24.3,DEPARTAMENTO
23.5,PORCENTAJE DE CONFIANZA EN LA PNP,7,AÑO,2022,22,DEPARTAMENTO,SAN MARTÍN,SAN MARTIN,confianza_pnp_pct,2022,23.5,DEPARTAMENTO
22.8,PORCENTAJE DE CONFIANZA EN LA PNP,8,AÑO,2022,14,DEPARTAMENTO,LAMBAYEQUE,LAMBAYEQUE,confianza_pnp_pct,2022,22.8,DEPARTAMENTO
21.9,PORCENTAJE DE CONFIANZA EN LA PNP,9,AÑO,2022,16,DEPARTAMENTO,LORETO,LORETO,confianza_pnp_pct,2022,21.9,DEPARTAMENTO
21.0,PORCENTAJE DE CONFIANZA EN LA PNP,10,AÑO,2022,11,DEPARTAMENTO,ICA,ICA,confianza_pnp_pct,2022,21.0,DEPARTAMENTO
21.0,PORCENTAJE DE CONFIANZA EN LA PNP,11,AÑO,2022,6,DEPARTAMENTO,CAJAMARCA,CAJAMARCA,confianza_pnp_pct,2022,21.0,DEPARTAMENTO
20.8,PORCENTAJE DE CONFIANZA EN LA PNP,12,AÑO,2022,13,DEPARTAMENTO,LA LIBERTAD,LA LIBERTAD,confianza_pnp_pct,2022,20.8,DEPARTAMENTO
20.1,PORCENTAJE DE CONFIANZA EN LA PNP,13,AÑO,2022,19,DEPARTAMENTO,PASCO,PASCO,confianza_pnp_pct,2022,20.1,DEPARTAMENTO
20.1,PORCENTAJE DE CONFIANZA EN LA PNP,14,AÑO,2022,9,DEPARTAMENTO,HUANCAVELICA,HUANCAVELICA,confianza_pnp_pct,2022,20.1,DEPARTAMENTO
19.0,PORCENTAJE DE CONFIANZA EN LA PNP,15,AÑO,2022,2,DEPARTAMENTO,ÁNCASH,ANCASH,confianza_pnp_pct,2022,19.0,DEPARTAMENTO
19.0,PORCENTAJE DE CONFIANZA EN LA PNP,16,AÑO,2022,4,DEPARTAMENTO,AREQUIPA,AREQUIPA,confianza_pnp_pct,2022,19.0,DEPARTAMENTO
18.1,PORCENTAJE DE CONFIANZA EN LA PNP,17,AÑO,2022,18,DEPARTAMENTO,MOQUEGUA,MOQUEGUA,confianza_pnp_pct,2022,18.1,DEPARTAMENTO
17.9,PORCENTAJE DE CONFIANZA EN LA PNP,18,AÑO,2022,12,DEPARTAMENTO,JUNÍN,JUNIN,confianza_pnp_pct,2022,17.9,DEPARTAMENTO
17.8,PORCENTAJE DE CONFIANZA EN LA PNP,19,AÑO,2022,10,DEPARTAMENTO,HUÁNUCO,HUANUCO,confianza_pnp_pct,2022,17.8,DEPARTAMENTO
17.5,PORCENTAJE DE CONFIANZA EN LA PNP,20,AÑO,2022,23,DEPARTAMENTO,TACNA,TACNA,confianza_pnp_pct,2022,17.5,DEPARTAMENTO
17.0,PORCENTAJE DE CONFIANZA EN LA PNP,21,AÑO,2022,25,DEPARTAMENTO,UCAYALI,UCAYALI,confianza_pnp_pct,2022,17.0,DEPARTAMENTO
16.5,PORCENTAJE DE CONFIANZA EN LA PNP,22,AÑO,2022,3,DEPARTAMENTO,APURÍMAC,APURIMAC,confianza_pnp_pct,2022,16.5,DEPARTAMENTO
13.4,PORCENTAJE DE CONFIANZA EN LA PNP,23,AÑO,2022,8,DEPARTAMENTO,CUSCO,CUSCO,confianza_pnp_pct,2022,13.4,DEPARTAMENTO
12.4,PORCENTAJE DE CONFIANZA EN LA PNP,24,AÑO,2022,5,DEPARTAMENTO,AYACUCHO,AYACUCHO,confianza_pnp_pct,2022,12.4,DEPARTAMENTO
9.7,PORCENTAJE DE CONFIANZA EN LA PNP,25,AÑO,2022,17,DEPARTAMENTO,MADRE DE DIOS,MADRE DE DIOS,confianza_pnp_pct,2022,9.7,DEPARTAMENTO
7.1,PORCENTAJE DE CONFIANZA EN LA PNP,26,AÑO,2022,21,DEPARTAMENTO,PUNO,PUNO,confianza_pnp_pct,2022,7.1,DEPARTAMENTO
20.5,PORCENTAJE DE CONFIANZA EN LA PNP,0,AÑO,2023,0,NACIONAL,NACIONAL,NACIONAL,confianza_pnp_pct,2023,20.5,NACIONAL
34.6,PORCENTAJE DE CONFIANZA EN LA PNP,1,AÑO,2023,24,DEPARTAMENTO,TUMBES,TUMBES,confianza_pnp_pct,2023,34.6,DEPARTAMENTO
28.7,PORCENTAJE DE CONFIANZA EN LA PNP,2,AÑO,2023,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO,CALLAO,confianza_pnp_pct,2023,28.7,DEPARTAMENTO
27.1,PORCENTAJE DE CONFIANZA EN LA PNP,3,AÑO,2023,1,DEPARTAMENTO,AMAZONAS,AMAZONAS,confianza_pnp_pct,2023,27.1,DEPARTAMENTO
23.5,PORCENTAJE DE CONFIANZA EN LA PNP,4,AÑO,2023,1501,DEPARTAMENTO,LIMA METROPOLITANA,LIMA,confianza_pnp_pct,2023,23.5,DEPARTAMENTO
22.6,PORCENTAJE DE CONFIANZA EN LA PNP,5,AÑO,2023,14,DEPARTAMENTO,LAMBAYEQUE,LAMBAYEQUE,confianza_pnp_pct,2023,22.6,DEPARTAMENTO
22.6,PORCENTAJE DE CONFIANZA EN LA PNP,6,AÑO,2023,1599,DEPARTAMENTO,REGIÓN LIMA,LIMA,confianza_pnp_pct,2023,22.6,DEPARTAMENTO
22.4,PORCENTAJE DE CONFIANZA EN LA PNP,7,AÑO,2023,20,DEPARTAMENTO,PIURA,PIURA,confianza_pnp_pct,2023,22.4,DEPARTAMENTO
22.1,PORCENTAJE DE CONFIANZA EN LA PNP,8,AÑO,2023,22,DEPARTAMENTO,SAN MARTÍN,SAN MARTIN,confianza_pnp_pct,2023,22.1,DEPARTAMENTO
21.5,PORCENTAJE DE CONFIANZA EN LA PNP,9,AÑO,2023,6,DEPARTAMENTO,CAJAMARCA,CAJAMARCA,confianza_pnp_pct,2023,21.5,DEPARTAMENTO
21.1,PORCENTAJE DE CONFIANZA EN LA PNP,10,AÑO,2023,11,DEPARTAMENTO,ICA,ICA,confianza_pnp_pct,2023,21.1,DEPARTAMENTO
21.0,PORCENTAJE DE CONFIANZA EN LA PNP,11,AÑO,2023,25,DEPARTAMENTO,UCAYALI,UCAYALI,confianza_pnp_pct,2023,21.0,DEPARTAMENTO
20.4,PORCENTAJE DE CONFIANZA EN LA PNP,12,AÑO,2023,2,DEPARTAMENTO,ÁNCASH,ANCASH,confianza_pnp_pct,2023,20.4,DEPARTAMENTO
19.8,PORCENTAJE DE CONFIANZA EN LA PNP,13,AÑO,2023,4,DEPARTAMENTO,AREQUIPA,AREQUIPA,confianza_pnp_pct,2023,19.8,DEPARTAMENTO
19.7,PORCENTAJE DE CONFIANZA EN LA PNP,14,AÑO,2023,16,DEPARTAMENTO,LORETO,LORETO,confianza_pnp_pct,2023,19.7,DEPARTAMENTO
19.0,PORCENTAJE DE CONFIANZA EN LA PNP,15,AÑO,2023,12,DEPARTAMENTO,JUNÍN,JUNIN,confianza_pnp_pct,2023,19.0,DEPARTAMENTO
18.8,PORCENTAJE DE CONFIANZA EN LA PNP,16,AÑO,2023,13,DEPARTAMENTO,LA LIBERTAD,LA LIBERTAD,confianza_pnp_pct,2023,18.8,DEPARTAMENTO
17.9,PORCENTAJE DE CONFIANZA EN LA PNP,17,AÑO,2023,19,DEPARTAMENTO,PASCO,PASCO,confianza_pnp_pct,2023,17.9,DEPARTAMENTO
17.5,PORCENTAJE DE CONFIANZA EN LA PNP,18,AÑO,2023,18,DEPARTAMENTO,MOQUEGUA,MOQUEGUA,confianza_pnp_pct,2023,17.5,DEPARTAMENTO
16.7,PORCENTAJE DE CONFIANZA EN LA PNP,19,AÑO,2023,23,DEPARTAMENTO,TACNA,TACNA,confianza_pnp_pct,2023,16.7,DEPARTAMENTO
16.4,PORCENTAJE DE CONFIANZA EN LA PNP,20,AÑO,2023,10,DEPARTAMENTO,HUÁNUCO,HUANUCO,confianza_pnp_pct,2023,16.4,DEPARTAMENTO
14.3,PORCENTAJE DE CONFIANZA EN LA PNP,21,AÑO,2023,8,DEPARTAMENTO,CUSCO,CUSCO,confianza_pnp_pct,2023,14.3,DEPARTAMENTO
11.8,PORCENTAJE DE CONFIANZA EN LA PNP,22,AÑO,2023,9,DEPARTAMENTO,HUANCAVELICA,HUANCAVELICA,confianza_pnp_pct,2023,11.8,DEPARTAMENTO
11.7,PORCENTAJE DE CONFIANZA EN LA PNP,23,AÑO,2023,3,DEPARTAMENTO,APURÍMAC,APURIMAC,confianza_pnp_pct,2023,11.7,DEPARTAMENTO
11.1,PORCENTAJE DE CONFIANZA EN LA PNP,24,AÑO,2023,5,DEPARTAMENTO,AYACUCHO,AYACUCHO,confianza_pnp_pct,2023,11.1,DEPARTAMENTO
9.3,PORCENTAJE DE CONFIANZA EN LA PNP,25,AÑO,2023,17,DEPARTAMENTO,MADRE DE DIOS,MADRE DE DIOS,confianza_pnp_pct,2023,9.3,DEPARTAMENTO
8.0,PORCENTAJE DE CONFIANZA EN LA PNP,26,AÑO,2023,21,DEPARTAMENTO,PUNO,PUNO,confianza_pnp_pct,2023,8.0,DEPARTAMENTO
17.6,PORCENTAJE DE CONFIANZA EN LA PNP,0,AÑO,2024,0,NACIONAL,NACIONAL,NACIONAL,confianza_pnp_pct,2024,17.6,NACIONAL
37.8,PORCENTAJE DE CONFIANZA EN LA PNP,1,AÑO,2024,24,DEPARTAMENTO,TUMBES,TUMBES,confianza_pnp_pct,2024,37.8,DEPARTAMENTO
26.1,PORCENTAJE DE CONFIANZA EN LA PNP,2,AÑO,2024,1,DEPARTAMENTO,AMAZONAS,AMAZONAS,confianza_pnp_pct,2024,26.1,DEPARTAMENTO
24.8,PORCENTAJE DE CONFIANZA EN LA PNP,3,AÑO,2024,22,DEPARTAMENTO,SAN MARTÍN,SAN MARTIN,confianza_pnp_pct,2024,24.8,DEPARTAMENTO
24.7,PORCENTAJE DE CONFIANZA EN LA PNP,4,AÑO,2024,6,DEPARTAMENTO,CAJAMARCA,CAJAMARCA,confianza_pnp_pct,2024,24.7,DEPARTAMENTO
23.1,PORCENTAJE DE CONFIANZA EN LA PNP,5,AÑO,2024,20,DEPARTAMENTO,PIURA,PIURA,confianza_pnp_pct,2024,23.1,DEPARTAMENTO
21.7,PORCENTAJE DE CONFIANZA EN LA PNP,6,AÑO,2024,25,DEPARTAMENTO,UCAYALI,UCAYALI,confianza_pnp_pct,2024,21.7,DEPARTAMENTO
20.9,PORCENTAJE DE CONFIANZA EN LA PNP,7,AÑO,2024,11,DEPARTAMENTO,ICA,ICA,confianza_pnp_pct,2024,20.9,DEPARTAMENTO
20.0,PORCENTAJE DE CONFIANZA EN LA PNP,8,AÑO,2024,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO,CALLAO,confianza_pnp_pct,2024,20.0,DEPARTAMENTO
18.4,PORCENTAJE DE CONFIANZA EN LA PNP,9,AÑO,2024,4,DEPARTAMENTO,AREQUIPA,AREQUIPA,confianza_pnp_pct,2024,18.4,DEPARTAMENTO
17.9,PORCENTAJE DE CONFIANZA EN LA PNP,10,AÑO,2024,2,DEPARTAMENTO,ÁNCASH,ANCASH,confianza_pnp_pct,2024,17.9,DEPARTAMENTO
