VALOR,INDICADOR,CLASIF,PERIODO,VALOR PERIODO,COD_UBICACION,AMBITO_PROY,DEPARTAMENTO,departamento,indicador,anio,valor,ambito
20.0,PORCENTAJE DE VICTIMIZACIÓN,6,AÑO,2021,13,DEPARTAMENTO,LA LIBERTAD,LA LIBERTAD,victimizacion_pct,2021,20.0,DEPARTAMENTO
19.9,PORCENTAJE DE VICTIMIZACIÓN,7,AÑO,2021,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO,CALLAO,victimizacion_pct,2021,19.9,DEPARTAMENTO
17.7,PORCENTAJE DE VICTIMIZACIÓN,8,AÑO,2021,23,DEPARTAMENTO,TACNA,TACNA,victimizacion_pct,2021,17.7,DEPARTAMENTO
17.1,PORCENTAJE DE VICTIMIZACIÓN,9,AÑO,2021,5,DEPARTAMENTO,AYACUCHO,AYACUCHO,victimizacion_pct,2021,17.1,DEPARTAMENTO
16.9,PORCENTAJE DE VICTIMIZACIÓN,10,AÑO,2021,16,DEPARTAMENTO,LORETO,LORETO,victimizacion_pct,2021,16.9,DEPARTAMENTO
16.6,PORCENTAJE DE VICTIMIZACIÓN,11,AÑO,2021,9,DEPARTAMENTO,HUANCAVELICA,HUANCAVELICA,victimizacion_pct,2021,16.6,DEPARTAMENTO
15.6,PORCENTAJE DE VICTIMIZACIÓN,12,AÑO,2021,3,DEPARTAMENTO,APURÍMAC,APURIMAC,victimizacion_pct,2021,15.6,DEPARTAMENTO
15.0,PORCENTAJE DE VICTIMIZACIÓN,13,AÑO,2021,4,DEPARTAMENTO,AREQUIPA,AREQUIPA,victimizacion_pct,2021,15.0,DEPARTAMENTO
14.2,PORCENTAJE DE VICTIMIZACIÓN,14,AÑO,2021,11,DEPARTAMENTO,ICA,ICA,victimizacion_pct,2021,14.2,DEPARTAMENTO
13.9,PORCENTAJE DE VICTIMIZACIÓN,15,AÑO,2021,1599,DEPARTAMENTO,REGIÓN LIMA,LIMA,victimizacion_pct,2021,13.9,DEPARTAMENTO
13.1,PORCENTAJE DE VICTIMIZACIÓN,16,AÑO,2021,25,DEPARTAMENTO,UCAYALI,UCAYALI,victimizacion_pct,2021,13.1,DEPARTAMENTO
13.0,PORCENTAJE DE VICTIMIZACIÓN,17,AÑO,2021,10,DEPARTAMENTO,HUÁNUCO,HUANUCO,victimizacion_pct,2021,13.0,DEPARTAMENTO
12.7,PORCENTAJE DE VICTIMIZACIÓN,18,AÑO,2021,19,DEPARTAMENTO,PASCO,PASCO,victimizacion_pct,2021,12.7,DEPARTAMENTO
12.0,PORCENTAJE DE VICTIMIZACIÓN,19,AÑO,2021,18,DEPARTAMENTO,MOQUEGUA,MOQUEGUA,victimizacion_pct,2021,12.0,DEPARTAMENTO
11.7,PORCENTAJE DE VICTIMIZACIÓN,20,AÑO,2021,14,DEPARTAMENTO,LAMBAYEQUE,LAMBAYEQUE,victimizacion_pct,2021,11.7,DEPARTAMENTO
10.8,PORCENTAJE DE VICTIMIZACIÓN,21,AÑO,2021,2,DEPARTAMENTO,ÁNCASH,ANCASH,victimizacion_pct,2021,10.8,DEPARTAMENTO
10.6,PORCENTAJE DE VICTIMIZACIÓN,22,AÑO,2021,1,DEPARTAMENTO,AMAZONAS,AMAZONAS,victimizacion_pct,2021,10.6,DEPARTAMENTO
10.3,PORCENTAJE DE VICTIMIZACIÓN,23,AÑO,2021,20,DEPARTAMENTO,PIURA,PIURA,victimizacion_pct,2021,10.3,DEPARTAMENTO
10.2,PORCENTAJE DE VICTIMIZACIÓN,24,AÑO,2021,24,DEPARTAMENTO,TUMBES,TUMBES,victimizacion_pct,2021,10.2,DEPARTAMENTO
8.6,PORCENTAJE DE VICTIMIZACIÓN,25,AÑO,2021,6,DEPARTAMENTO,CAJAMARCA,CAJAMARCA,victimizacion_pct,2021,8.6,DEPARTAMENTO
8.4,PORCENTAJE DE VICTIMIZACIÓN,26,AÑO,2021,22,DEPARTAMENTO,SAN MARTÍN,SAN MARTIN,victimizacion_pct,2021,8.4,DEPARTAMENTO
22.9,PORCENTAJE DE VICTIMIZACIÓN,0,AÑO,2022,0,NACIONAL,NACIONAL,NACIONAL,victimizacion_pct,2022,22.9,NACIONAL
29.7,PORCENTAJE DE VICTIMIZACIÓN,1,AÑO,2022,21,DEPARTAMENTO,PUNO,PUNO,victimizacion_pct,2022,29.7,DEPARTAMENTO
28.6,PORCENTAJE DE VICTIMIZACIÓN,2,AÑO,2022,8,DEPARTAMENTO,CUSCO,CUSCO,victimizacion_pct,2022,28.6,DEPARTAMENTO
27.4,PORCENTAJE DE VICTIMIZACIÓN,3,AÑO,2022,23,DEPARTAMENTO,TACNA,TACNA,victimizacion_pct,2022,27.4,DEPARTAMENTO
26.7,PORCENTAJE DE VICTIMIZACIÓN,4,AÑO,2022,1501,DEPARTAMENTO,LIMA METROPOLITANA,LIMA,victimizacion_pct,2022,26.7,DEPARTAMENTO
26.6,PORCENTAJE DE VICTIMIZACIÓN,5,AÑO,2022,12,DEPARTAMENTO,JUNÍN,JUNIN,victimizacion_pct,2022,26.6,DEPARTAMENTO
25.7,PORCENTAJE DE VICTIMIZACIÓN,6,AÑO,2022,17,DEPARTAMENTO,MADRE DE DIOS,MADRE DE DIOS,victimizacion_pct,2022,25.7,DEPARTAMENTO
25.1,PORCENTAJE DE VICTIMIZACIÓN,7,AÑO,2022,4,DEPARTAMENTO,AREQUIPA,AREQUIPA,victimizacion_pct,2022,25.1,DEPARTAMENTO
23.8,PORCENTAJE DE VICTIMIZACIÓN,8,AÑO,2022,3,DEPARTAMENTO,APURÍMAC,APURIMAC,victimizacion_pct,2022,23.8,DEPARTAMENTO
23.8,PORCENTAJE DE VICTIMIZACIÓN,9,AÑO,2022,16,DEPARTAMENTO,LORETO,LORETO,victimizacion_pct,2022,23.8,DEPARTAMENTO
22.2,PORCENTAJE DE VICTIMIZACIÓN,10,AÑO,2022,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO,CALLAO,victimizacion_pct,2022,22.2,DEPARTAMENTO
21.6,PORCENTAJE DE VICTIMIZACIÓN,11,AÑO,2022,13,DEPARTAMENTO,LA LIBERTAD,LA LIBERTAD,victimizacion_pct,2022,21.6,DEPARTAMENTO
20.8,PORCENTAJE DE VICTIMIZACIÓN,12,AÑO,2022,1599,DEPARTAMENTO,REGIÓN LIMA,LIMA,victimizacion_pct,2022,20.8,DEPARTAMENTO
20.3,PORCENTAJE DE VICTIMIZACIÓN,13,AÑO,2022,9,DEPARTAMENTO,HUANCAVELICA,HUANCAVELICA,victimizacion_pct,2022,20.3,DEPARTAMENTO
20.2,PORCENTAJE DE VICTIMIZACIÓN,14,AÑO,2022,5,DEPARTAMENTO,AYACUCHO,AYACUCHO,victimizacion_pct,2022,20.2,DEPARTAMENTO
20.1,PORCENTAJE DE VICTIMIZACIÓN,15,AÑO,2022,25,DEPARTAMENTO,UCAYALI,UCAYALI,victimizacion_pct,2022,20.1,DEPARTAMENTO
18.4,PORCENTAJE DE VICTIMIZACIÓN,16,AÑO,2022,19,DEPARTAMENTO,PASCO,PASCO,victimizacion_pct,2022,18.4,DEPARTAMENTO
18.1,PORCENTAJE DE VICTIMIZACIÓN,17,AÑO,2022,20,DEPARTAMENTO,PIURA,PIURA,victimizacion_pct,2022,18.1,DEPARTAMENTO
17.4,PORCENTAJE DE VICTIMIZACIÓN,18,AÑO,2022,2,DEPARTAMENTO,ÁNCASH,ANCASH,victimizacion_pct,2022,17.4,DEPARTAMENTO
15.7,PORCENTAJE DE VICTIMIZACIÓN,19,AÑO,2022,11,DEPARTAMENTO,ICA,ICA,victimizacion_pct,2022,15.7,DEPARTAMENTO
15.5,PORCENTAJE DE VICTIMIZACIÓN,20,AÑO,2022,18,DEPARTAMENTO,MOQUEGUA,MOQUEGUA,victimizacion_pct,2022,15.5,DEPARTAMENTO
14.5,PORCENTAJE DE VICTIMIZACIÓN,21,AÑO,2022,22,DEPARTAMENTO,SAN MARTÍN,SAN MARTIN,victimizacion_pct,2022,14.5,DEPARTAMENTO
13.6,PORCENTAJE DE VICTIMIZACIÓN,22,AÑO,2022,1,DEPARTAMENTO,AMAZONAS,AMAZONAS,victimizacion_pct,2022,13.6,DEPARTAMENTO
13.6,PORCENTAJE DE VICTIMIZACIÓN,23,AÑO,2022,14,DEPARTAMENTO,LAMBAYEQUE,LAMBAYEQUE,victimizacion_pct,2022,13.6,DEPARTAMENTO
12.6,PORCENTAJE DE VICTIMIZACIÓN,24,AÑO,2022,24,DEPARTAMENTO,TUMBES,TUMBES,victimizacion_pct,2022,12.6,DEPARTAMENTO
12.2,PORCENTAJE DE VICTIMIZACIÓN,25,AÑO,2022,10,DEPARTAMENTO,HUÁNUCO,HUANUCO,victimizacion_pct,2022,12.2,DEPARTAMENTO
11.5,PORCENTAJE DE VICTIMIZACIÓN,26,AÑO,2022,6,DEPARTAMENTO,CAJAMARCA,CAJAMARCA,victimizacion_pct,2022,11.5,DEPARTAMENTO
27.1,PORCENTAJE DE VICTIMIZACIÓN,0,AÑO,2023,0,NACIONAL,NACIONAL,NACIONAL,victimizacion_pct,2023,27.1,NACIONAL
33.1,PORCENTAJE DE VICTIMIZACIÓN,1,AÑO,2023,21,DEPARTAMENTO,PUNO,PUNO,victimizacion_pct,2023,33.1,DEPARTAMENTO
32.6,PORCENTAJE DE VICTIMIZACIÓN,2,AÑO,2023,1501,DEPARTAMENTO,LIMA METROPOLITANA,LIMA,victimizacion_pct,2023,32.6,DEPARTAMENTO
32.0,PORCENTAJE DE VICTIMIZACIÓN,3,AÑO,2023,17,DEPARTAMENTO,MADRE DE DIOS,MADRE DE DIOS,victimizacion_pct,2023,32.0,DEPARTAMENTO
31.5,PORCENTAJE DE VICTIMIZACIÓN,4,AÑO,2023,23,DEPARTAMENTO,TACNA,TACNA,victimizacion_pct,2023,31.5,DEPARTAMENTO
30.4,PORCENTAJE DE VICTIMIZACIÓN,5,AÑO,2023,4,DEPARTAMENTO,AREQUIPA,AREQUIPA,victimizacion_pct,2023,30.4,DEPARTAMENTO
29.4,PORCENTAJE DE VICTIMIZACIÓN,6,AÑO,2023,8,DEPARTAMENTO,CUSCO,CUSCO,victimizacion_pct,2023,29.4,DEPARTAMENTO
29.2,PORCENTAJE DE VICTIMIZACIÓN,7,AÑO,2023,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO,CALLAO,victimizacion_pct,2023,29.2,DEPARTAMENTO
28.7,PORCENTAJE DE VICTIMIZACIÓN,8,AÑO,2023,12,DEPARTAMENTO,JUNÍN,JUNIN,victimizacion_pct,2023,28.7,DEPARTAMENTO
27.0,PORCENTAJE DE VICTIMIZACIÓN,9,AÑO,2023,20,DEPARTAMENTO,PIURA,PIURA,victimizacion_pct,2023,27.0,DEPARTAMENTO
25.1,PORCENTAJE DE VICTIMIZACIÓN,10,AÑO,2023,5,DEPARTAMENTO,AYACUCHO,AYACUCHO,victimizacion_pct,2023,25.1,DEPARTAMENTO
24.2,PORCENTAJE DE VICTIMIZACIÓN,11,AÑO,2023,1599,DEPARTAMENTO,REGIÓN LIMA,LIMA,victimizacion_pct,2023,24.2,DEPARTAMENTO
23.6,PORCENTAJE DE VICTIMIZACIÓN,12,AÑO,2023,9,DEPARTAMENTO,HUANCAVELICA,HUANCAVELICA,victimizacion_pct,2023,23.6,DEPARTAMENTO
22.5,PORCENTAJE DE VICTIMIZACIÓN,13,AÑO,2023,13,DEPARTAMENTO,LA LIBERTAD,LA LIBERTAD,victimizacion_pct,2023,22.5,DEPARTAMENTO
21.9,PORCENTAJE DE VICTIMIZACIÓN,14,AÑO,2023,25,DEPARTAMENTO,UCAYALI,UCAYALI,victimizacion_pct,2023,21.9,DEPARTAMENTO
20.3,PORCENTAJE DE VICTIMIZACIÓN,15,AÑO,2023,3,DEPARTAMENTO,APURÍMAC,APURIMAC,victimizacion_pct,2023,20.3,DEPARTAMENTO
20.1,PORCENTAJE DE VICTIMIZACIÓN,16,AÑO,2023,16,DEPARTAMENTO,LORETO,LORETO,victimizacion_pct,2023,20.1,DEPARTAMENTO
19.5,PORCENTAJE DE VICTIMIZACIÓN,17,AÑO,2023,11,DEPARTAMENTO,ICA,ICA,victimizacion_pct,2023,19.5,DEPARTAMENTO
19.0,PORCENTAJE DE VICTIMIZACIÓN,18,AÑO,2023,19,DEPARTAMENTO,PASCO,PASCO,victimizacion_pct,2023,19.0,DEPARTAMENTO
17.4,PORCENTAJE DE VICTIMIZACIÓN,19,AÑO,2023,24,DEPARTAMENTO,TUMBES,TUMBES,victimizacion_pct,2023,17.4,DEPARTAMENTO
17.2,PORCENTAJE DE VICTIMIZACIÓN,20,AÑO,2023,2,DEPARTAMENTO,ÁNCASH,ANCASH,victimizacion_pct,2023,17.2,DEPARTAMENTO
17.1,PORCENTAJE DE VICTIMIZACIÓN,21,AÑO,2023,18,DEPARTAMENTO,MOQUEGUA,MOQUEGUA,victimizacion_pct,2023,17.1,DEPARTAMENTO
16.7,PORCENTAJE DE VICTIMIZACIÓN,22,AÑO,2023,14,DEPARTAMENTO,LAMBAYEQUE,LAMBAYEQUE,victimizacion_pct,2023,16.7,DEPARTAMENTO
16.3,PORCENTAJE DE VICTIMIZACIÓN,23,AÑO,2023,22,DEPARTAMENTO,SAN MARTÍN,SAN MARTIN,victimizacion_pct,2023,16.3,DEPARTAMENTO
15.2,PORCENTAJE DE VICTIMIZACIÓN,24,AÑO,2023,1,DEPARTAMENTO,AMAZONAS,AMAZONAS,victimizacion_pct,2023,15.2,DEPARTAMENTO
15.1,PORCENTAJE DE VICTIMIZACIÓN,25,AÑO,2023,10,DEPARTAMENTO,HUÁNUCO,HUANUCO,victimizacion_pct,2023,15.1,DEPARTAMENTO
14.1,PORCENTAJE DE VICTIMIZACIÓN,26,AÑO,2023,6,DEPARTAMENTO,CAJAMARCA,CAJAMARCA,victimizacion_pct,2023,14.1,DEPARTAMENTO
27.1,PORCENTAJE DE VICTIMIZACIÓN,0,AÑO,2024,0,NACIONAL,NACIONAL,NACIONAL,victimizacion_pct,2024,27.1,NACIONAL
35.1,PORCENTAJE DE VICTIMIZACIÓN,1,AÑO,2024,21,DEPARTAMENTO,PUNO,PUNO,victimizacion_pct,2024,35.1,DEPARTAMENTO
34.8,PORCENTAJE DE VICTIMIZACIÓN,2,AÑO,2024,8,DEPARTAMENTO,CUSCO,CUSCO,victimizacion_pct,2024,34.8,DEPARTAMENTO
34.6,PORCENTAJE DE VICTIMIZACIÓN,3,AÑO,2024,12,DEPARTAMENTO,JUNÍN,JUNIN,victimizacion_pct,2024,34.6,DEPARTAMENTO
34.3,PORCENTAJE DE VICTIMIZACIÓN,4,AÑO,2024,4,DEPARTAMENTO,AREQUIPA,AREQUIPA,victimizacion_pct,2024,34.3,DEPARTAMENTO
31.3,PORCENTAJE DE VICTIMIZACIÓN,5,AÑO,2024,23,DEPARTAMENTO,TACNA,TACNA,victimizacion_pct,2024,31.3,DEPARTAMENTO
30.1,PORCENTAJE DE VICTIMIZACIÓN,6,AÑO,2024,1501,DEPARTAMENTO,LIMA METROPOLITANA,LIMA,victimizacion_pct,2024,30.1,DEPARTAMENTO
28.6,PORCENTAJE DE VICTIMIZACIÓN,7,AÑO,2024,17,DEPARTAMENTO,MADRE DE DIOS,MADRE DE DIOS,victimizacion_pct,2024,28.6,DEPARTAMENTO
27.7,PORCENTAJE DE VICTIMIZACIÓN,8,AÑO,2024,5,DEPARTAMENTO,AYACUCHO,AYACUCHO,victimizacion_pct,2024,27.7,DEPARTAMENTO
26.8,PORCENTAJE DE VICTIMIZACIÓN,9,AÑO,2024,9,DEPARTAMENTO,HUANCAVELICA,HUANCAVELICA,victimizacion_pct,2024,26.8,DEPARTAMENTO
26.5,PORCENTAJE DE VICTIMIZACIÓN,10,AÑO,2024,20,DEPARTAMENTO,PIURA,PIURA,victimizacion_pct,2024,26.5,DEPARTAMENTO
26.2,PORCENTAJE DE VICTIMIZACIÓN,11,AÑO,2024,3,DEPARTAMENTO,APURÍMAC,APURIMAC,victimizacion_pct,2024,26.2,DEPARTAMENTO
25.7,PORCENTAJE DE VICTIMIZACIÓN,12,AÑO,2024,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO,CALLAO,victimizacion_pct,2024,25.7,DEPARTAMENTO
25.5,PORCENTAJE DE VICTIMIZACIÓN,13,AÑO,2024,11,DEPARTAMENTO,ICA,ICA,victimizacion_pct,2024,25.5,DEPARTAMENTO
25.0,PORCENTAJE DE VICTIMIZACIÓN,14,AÑO,2024,13,DEPARTAMENTO,LA LIBERTAD,LA LIBERTAD,victimizacion_pct,2024,25.0,DEPARTAMENTO
24.3,PORCENTAJE DE VICTIMIZACIÓN,15,AÑO,2024,18,DEPARTAMENTO,MOQUEGUA,MOQUEGUA,victimizacion_pct,2024,24.3,DEPARTAMENTO
21.7,PORCENTAJE DE VICTIMIZACIÓN,16,AÑO,2024,16,DEPARTAMENTO,LORETO,LORETO,victimizacion_pct,2024,21.7,DEPARTAMENTO
20.9,PORCENTAJE DE VICTIMIZACIÓN,17,AÑO,2024,22,DEPARTAMENTO,SAN MARTÍN,SAN MARTIN,victimizacion_pct,2024,20.9,DEPARTAMENTO
20.5,PORCENTAJE DE VICTIMIZACIÓN,18,AÑO,2024,25,DEPARTAMENTO,UCAYALI,UCAYALI,victimizacion_pct,2024,20.5,DEPARTAMENTO
19.7,PORCENTAJE DE VICTIMIZACIÓN,19,AÑO,2024,1599,DEPARTAMENTO,REGIÓN LIMA,LIMA,victimizacion_pct,2024,19.7,DEPARTAMENTO
19.0,PORCENTAJE DE VICTIMIZACIÓN,20,AÑO,2024,19,DEPARTAMENTO,PASCO,PASCO,victimizacion_pct,2024,19.0,DEPARTAMENTO
18.1,PORCENTAJE DE VICTIMIZACIÓN,21,AÑO,2024,1,DEPARTAMENTO,AMAZONAS,AMAZONAS,victimizacion_pct,2024,18.1,DEPARTAMENTO
17.6,PORCENTAJE DE VICTIMIZACIÓN,22,AÑO,2024,2,DEPARTAMENTO,ÁNCASH,ANCASH,victimizacion_pct,2024,17.6,DEPARTAMENTO
16.9,PORCENTAJE DE VICTIMIZACIÓN,23,AÑO,2024,14,DEPARTAMENTO,LAMBAYEQUE,LAMBAYEQUE,victimizacion_pct,2024,16.9,DEPARTAMENTO
16.3,PORCENTAJE DE VICTIMIZACIÓN,24,AÑO,2024,24,DEPARTAMENTO,TUMBES,TUMBES,victimizacion_pct,2024,16.3,DEPARTAMENTO
14.6,PORCENTAJE DE VICTIMIZACIÓN,25,AÑO,2024,10,DEPARTAMENTO,HUÁNUCO,HUANUCO,victimizacion_pct,2024,14.6,DEPARTAMENTO
14.1,PORCENTAJE DE VICTIMIZACIÓN,26,AÑO,2024,6,DEPARTAMENTO,CAJAMARCA,CAJAMARCA,victimizacion_pct,2024,14.1,DEPARTAMENTO
22.0,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",0,AÑO,2013,0,NACIONAL,NACIONAL,NACIONAL,victimizacion_robo_pct,2013,22.0,NACIONAL
28.2,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",1,AÑO,2013,23,DEPARTAMENTO,TACNA,TACNA,victimizacion_robo_pct,2013,28.2,DEPARTAMENTO
27.3,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",2,AÑO,2013,8,DEPARTAMENTO,CUSCO,CUSCO,victimizacion_robo_pct,2013,27.3,DEPARTAMENTO
26.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",3,AÑO,2013,21,DEPARTAMENTO,PUNO,PUNO,victimizacion_robo_pct,2013,26.6,DEPARTAMENTO
26.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",4,AÑO,2013,12,DEPARTAMENTO,JUNÍN,JUNIN,victimizacion_robo_pct,2013,26.1,DEPARTAMENTO
25.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",5,AÑO,2013,1501,DEPARTAMENTO,LIMA METROPOLITANA,LIMA,victimizacion_robo_pct,2013,25.4,DEPARTAMENTO
24.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",6,AÑO,2013,4,DEPARTAMENTO,AREQUIPA,AREQUIPA,victimizacion_robo_pct,2013,24.6,DEPARTAMENTO
23.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",7,AÑO,2013,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO,CALLAO,victimizacion_robo_pct,2013,23.6,DEPARTAMENTO
22.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",8,AÑO,2013,9,DEPARTAMENTO,HUANCAVELICA,HUANCAVELICA,victimizacion_robo_pct,2013,22.1,DEPARTAMENTO
20.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",9,AÑO,2013,3,DEPARTAMENTO,APURÍMAC,APURIMAC,victimizacion_robo_pct,2013,20.6,DEPARTAMENTO
20.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",10,AÑO,2013,24,DEPARTAMENTO,TUMBES,TUMBES,victimizacion_robo_pct,2013,20.4,DEPARTAMENTO
19.9,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",11,AÑO,2013,5,DEPARTAMENTO,AYACUCHO,AYACUCHO,victimizacion_robo_pct,2013,19.9,DEPARTAMENTO
19.2,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",12,AÑO,2013,18,DEPARTAMENTO,MOQUEGUA,MOQUEGUA,victimizacion_robo_pct,2013,19.2,DEPARTAMENTO
18.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",13,AÑO,2013,2,DEPARTAMENTO,ÁNCASH,ANCASH,victimizacion_robo_pct,2013,18.5,DEPARTAMENTO
18.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",14,AÑO,2013,19,DEPARTAMENTO,PASCO,PASCO,victimizacion_robo_pct,2013,18.5,DEPARTAMENTO
18.3,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",15,AÑO,2013,13,DEPARTAMENTO,LA LIBERTAD,LA LIBERTAD,victimizacion_robo_pct,2013,18.3,DEPARTAMENTO
18.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",16,AÑO,2013,10,DEPARTAMENTO,HUÁNUCO,HUANUCO,victimizacion_robo_pct,2013,18.1,DEPARTAMENTO
18.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",17,AÑO,2013,20,DEPARTAMENTO,PIURA,PIURA,victimizacion_robo_pct,2013,18.1,DEPARTAMENTO
17.8,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",18,AÑO,2013,14,DEPARTAMENTO,LAMBAYEQUE,LAMBAYEQUE,victimizacion_robo_pct,2013,17.8,DEPARTAMENTO
16.7,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",19,AÑO,2013,11,DEPARTAMENTO,ICA,ICA,victimizacion_robo_pct,2013,16.7,DEPARTAMENTO
16.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",20,AÑO,2013,1599,DEPARTAMENTO,REGIÓN LIMA,LIMA,victimizacion_robo_pct,2013,16.4,DEPARTAMENTO
15.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",21,AÑO,2013,16,DEPARTAMENTO,LORETO,LORETO,victimizacion_robo_pct,2013,15.5,DEPARTAMENTO
15.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",22,AÑO,2013,6,DEPARTAMENTO,CAJAMARCA,CAJAMARCA,victimizacion_robo_pct,2013,15.4,DEPARTAMENTO
14.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",23,AÑO,2013,17,DEPARTAMENTO,MADRE DE DIOS,MADRE DE DIOS,victimizacion_robo_pct,2013,14.5,DEPARTAMENTO
14.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",24,AÑO,2013,25,DEPARTAMENTO,UCAYALI,UCAYALI,victimizacion_robo_pct,2013,14.4,DEPARTAMENTO
8.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",25,AÑO,2013,1,DEPARTAMENTO,AMAZONAS,AMAZONAS,victimizacion_robo_pct,2013,8.6,DEPARTAMENTO
7.9,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",26,AÑO,2013,22,DEPARTAMENTO,SAN MARTÍN,SAN MARTIN,victimizacion_robo_pct,2013,7.9,DEPARTAMENTO
20.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",0,AÑO,2014,0,NACIONAL,NACIONAL,NACIONAL,victimizacion_robo_pct,2014,20.4,NACIONAL
27.2,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",1,AÑO,2014,21,DEPARTAMENTO,PUNO,PUNO,victimizacion_robo_pct,2014,27.2,DEPARTAMENTO
26.8,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",2,AÑO,2014,12,DEPARTAMENTO,JUNÍN,JUNIN,victimizacion_robo_pct,2014,26.8,DEPARTAMENTO
26.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",3,AÑO,2014,23,DEPARTAMENTO,TACNA,TACNA,victimizacion_robo_pct,2014,26.6,DEPARTAMENTO
23.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",4,AÑO,2014,1501,DEPARTAMENTO,LIMA METROPOLITANA,LIMA,victimizacion_robo_pct,2014,23.6,DEPARTAMENTO
