VALOR,INDICADOR,CLASIF,PERIODO,VALOR PERIODO,COD_UBICACION,AMBITO_PROY,DEPARTAMENTO
55.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,14,AÑO,2016,5,DEPARTAMENTO,AYACUCHO
55.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,15,AÑO,2016,24,DEPARTAMENTO,TUMBES
53.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,16,AÑO,2016,12,DEPARTAMENTO,JUNÍN
49.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,17,AÑO,2016,18,DEPARTAMENTO,MOQUEGUA
47.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,18,AÑO,2016,6,DEPARTAMENTO,CAJAMARCA
46.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,19,AÑO,2016,16,DEPARTAMENTO,LORETO
46.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,20,AÑO,2016,10,DEPARTAMENTO,HUÁNUCO
46.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,21,AÑO,2016,13,DEPARTAMENTO,LA LIBERTAD
45.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,22,AÑO,2016,19,DEPARTAMENTO,PASCO
43.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,23,AÑO,2016,9,DEPARTAMENTO,HUANCAVELICA
36.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,24,AÑO,2016,1,DEPARTAMENTO,AMAZONAS
34.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,25,AÑO,2016,2,DEPARTAMENTO,ÁNCASH
31.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,26,AÑO,2016,22,DEPARTAMENTO,SAN MARTÍN
54.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,0,AÑO,2017,0,NACIONAL,NACIONAL
69,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,1,AÑO,2017,21,DEPARTAMENTO,PUNO
62.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,2,AÑO,2017,11,DEPARTAMENTO,ICA
60.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,3,AÑO,2017,17,DEPARTAMENTO,MADRE DE DIOS
59.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,4,AÑO,2017,20,DEPARTAMENTO,PIURA
59.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,5,AÑO,2017,1501,DEPARTAMENTO,LIMA METROPOLITANA
59.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,6,AÑO,2017,23,DEPARTAMENTO,TACNA
57.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,7,AÑO,2017,4,DEPARTAMENTO,AREQUIPA
56.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,8,AÑO,2017,14,DEPARTAMENTO,LAMBAYEQUE
55.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,9,AÑO,2017,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
54.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,10,AÑO,2017,3,DEPARTAMENTO,APURÍMAC
54.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,11,AÑO,2017,12,DEPARTAMENTO,JUNÍN
53.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,12,AÑO,2017,8,DEPARTAMENTO,CUSCO
52.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,13,AÑO,2017,1599,DEPARTAMENTO,REGIÓN LIMA
51.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,14,AÑO,2017,25,DEPARTAMENTO,UCAYALI
51,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,15,AÑO,2017,24,DEPARTAMENTO,TUMBES
48.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,16,AÑO,2017,5,DEPARTAMENTO,AYACUCHO
43.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,17,AÑO,2017,10,DEPARTAMENTO,HUÁNUCO
43.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,18,AÑO,2017,13,DEPARTAMENTO,LA LIBERTAD
43,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,19,AÑO,2017,19,DEPARTAMENTO,PASCO
41.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,20,AÑO,2017,9,DEPARTAMENTO,HUANCAVELICA
40.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,21,AÑO,2017,16,DEPARTAMENTO,LORETO
40.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,22,AÑO,2017,18,DEPARTAMENTO,MOQUEGUA
39.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,23,AÑO,2017,6,DEPARTAMENTO,CAJAMARCA
36.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,24,AÑO,2017,1,DEPARTAMENTO,AMAZONAS
30.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,25,AÑO,2017,2,DEPARTAMENTO,ÁNCASH
26.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,26,AÑO,2017,22,DEPARTAMENTO,SAN MARTÍN
55.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,0,AÑO,2018,0,NACIONAL,NACIONAL
71.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,1,AÑO,2018,21,DEPARTAMENTO,PUNO
70.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,2,AÑO,2018,17,DEPARTAMENTO,MADRE DE DIOS
65.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,3,AÑO,2018,14,DEPARTAMENTO,LAMBAYEQUE
61.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,4,AÑO,2018,11,DEPARTAMENTO,ICA
60,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,5,AÑO,2018,1501,DEPARTAMENTO,LIMA METROPOLITANA
59.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,6,AÑO,2018,23,DEPARTAMENTO,TACNA
57.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,7,AÑO,2018,12,DEPARTAMENTO,JUNÍN
57.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,8,AÑO,2018,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
56.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,9,AÑO,2018,4,DEPARTAMENTO,AREQUIPA
56.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,10,AÑO,2018,8,DEPARTAMENTO,CUSCO
55.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,11,AÑO,2018,20,DEPARTAMENTO,PIURA
52,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,12,AÑO,2018,25,DEPARTAMENTO,UCAYALI
50.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,13,AÑO,2018,24,DEPARTAMENTO,TUMBES
49.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,14,AÑO,2018,13,DEPARTAMENTO,LA LIBERTAD
49.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,15,AÑO,2018,3,DEPARTAMENTO,APURÍMAC
49,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,16,AÑO,2018,1599,DEPARTAMENTO,REGIÓN LIMA
48.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,17,AÑO,2018,5,DEPARTAMENTO,AYACUCHO
45.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,18,AÑO,2018,10,DEPARTAMENTO,HUÁNUCO
44.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,19,AÑO,2018,16,DEPARTAMENTO,LORETO
43.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,20,AÑO,2018,18,DEPARTAMENTO,MOQUEGUA
43.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,21,AÑO,2018,9,DEPARTAMENTO,HUANCAVELICA
40.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,22,AÑO,2018,6,DEPARTAMENTO,CAJAMARCA
39.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,23,AÑO,2018,19,DEPARTAMENTO,PASCO
33.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,24,AÑO,2018,1,DEPARTAMENTO,AMAZONAS
29.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,25,AÑO,2018,2,DEPARTAMENTO,ÁNCASH
27.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,26,AÑO,2018,22,DEPARTAMENTO,SAN MARTÍN
55.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,0,AÑO,2019,0,NACIONAL,NACIONAL
75.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,1,AÑO,2019,17,DEPARTAMENTO,MADRE DE DIOS
68.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,2,AÑO,2019,21,DEPARTAMENTO,PUNO
64,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,3,AÑO,2019,23,DEPARTAMENTO,TACNA
62.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,4,AÑO,2019,1501,DEPARTAMENTO,LIMA METROPOLITANA
61.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,5,AÑO,2019,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
60,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,6,AÑO,2019,4,DEPARTAMENTO,AREQUIPA
59.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,7,AÑO,2019,12,DEPARTAMENTO,JUNÍN
56.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,8,AÑO,2019,8,DEPARTAMENTO,CUSCO
55.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,9,AÑO,2019,11,DEPARTAMENTO,ICA
54.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,10,AÑO,2019,14,DEPARTAMENTO,LAMBAYEQUE
54.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,11,AÑO,2019,3,DEPARTAMENTO,APURÍMAC
52,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,12,AÑO,2019,25,DEPARTAMENTO,UCAYALI
50.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,13,AÑO,2019,13,DEPARTAMENTO,LA LIBERTAD
50.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,14,AÑO,2019,1599,DEPARTAMENTO,REGIÓN LIMA
50.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,15,AÑO,2019,20,DEPARTAMENTO,PIURA
46.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,16,AÑO,2019,24,DEPARTAMENTO,TUMBES
45.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,17,AÑO,2019,18,DEPARTAMENTO,MOQUEGUA
45,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,18,AÑO,2019,5,DEPARTAMENTO,AYACUCHO
42.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,19,AÑO,2019,16,DEPARTAMENTO,LORETO
42.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,20,AÑO,2019,9,DEPARTAMENTO,HUANCAVELICA
39.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,21,AÑO,2019,19,DEPARTAMENTO,PASCO
39.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,22,AÑO,2019,6,DEPARTAMENTO,CAJAMARCA
38.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,23,AÑO,2019,10,DEPARTAMENTO,HUÁNUCO
34.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,24,AÑO,2019,2,DEPARTAMENTO,ÁNCASH
28.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,25,AÑO,2019,1,DEPARTAMENTO,AMAZONAS
26.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,26,AÑO,2019,22,DEPARTAMENTO,SAN MARTÍN
30.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,0,AÑO,2020,0,NACIONAL,NACIONAL
37.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,1,AÑO,2020,1501,DEPARTAMENTO,LIMA METROPOLITANA
35.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,2,AÑO,2020,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
34.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,3,AÑO,2020,14,DEPARTAMENTO,LAMBAYEQUE
33.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,4,AÑO,2020,17,DEPARTAMENTO,MADRE DE DIOS
32.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,5,AÑO,2020,21,DEPARTAMENTO,PUNO
30,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,6,AÑO,2020,20,DEPARTAMENTO,PIURA
28.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,7,AÑO,2020,12,DEPARTAMENTO,JUNÍN
28,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,8,AÑO,2020,4,DEPARTAMENTO,AREQUIPA
27.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,9,AÑO,2020,8,DEPARTAMENTO,CUSCO
26,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,10,AÑO,2020,11,DEPARTAMENTO,ICA
25.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,11,AÑO,2020,23,DEPARTAMENTO,TACNA
25.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,12,AÑO,2020,1599,DEPARTAMENTO,REGIÓN LIMA
25,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,13,AÑO,2020,25,DEPARTAMENTO,UCAYALI
24.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,14,AÑO,2020,24,DEPARTAMENTO,TUMBES
24.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,15,AÑO,2020,3,DEPARTAMENTO,APURÍMAC
24.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,16,AÑO,2020,13,DEPARTAMENTO,LA LIBERTAD
23.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,17,AÑO,2020,5,DEPARTAMENTO,AYACUCHO
22.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,18,AÑO,2020,6,DEPARTAMENTO,CAJAMARCA
20.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,19,AÑO,2020,18,DEPARTAMENTO,MOQUEGUA
20.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,20,AÑO,2020,16,DEPARTAMENTO,LORETO
19.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,21,AÑO,2020,2,DEPARTAMENTO,ÁNCASH
19,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,22,AÑO,2020,9,DEPARTAMENTO,HUANCAVELICA
18,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,23,AÑO,2020,10,DEPARTAMENTO,HUÁNUCO
17.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,24,AÑO,2020,19,DEPARTAMENTO,PASCO
13.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,25,AÑO,2020,1,DEPARTAMENTO,AMAZONAS
12.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,26,AÑO,2020,22,DEPARTAMENTO,SAN MARTÍN
53.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,0,AÑO,2021,0,NACIONAL,NACIONAL
67.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,1,AÑO,2021,17,DEPARTAMENTO,MADRE DE DIOS
64.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,2,AÑO,2021,21,DEPARTAMENTO,PUNO
61.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,3,AÑO,2021,1501,DEPARTAMENTO,LIMA METROPOLITANA
57.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,4,AÑO,2021,23,DEPARTAMENTO,TACNA
57,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,5,AÑO,2021,14,DEPARTAMENTO,LAMBAYEQUE
56.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,6,AÑO,2021,4,DEPARTAMENTO,AREQUIPA
56.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,7,AÑO,2021,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
54,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,8,AÑO,2021,20,DEPARTAMENTO,PIURA
53.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,9,AÑO,2021,8,DEPARTAMENTO,CUSCO
53.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,10,AÑO,2021,11,DEPARTAMENTO,ICA
50.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,11,AÑO,2021,13,DEPARTAMENTO,LA LIBERTAD
50.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,12,AÑO,2021,25,DEPARTAMENTO,UCAYALI
48.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,13,AÑO,2021,12,DEPARTAMENTO,JUNÍN
